account_id,customer_id,account_type,account_status,open_date,close_date,current_balance,available_balance,credit_limit,interest_rate,branch_id,created_ts,updated_ts
588,231,CREDIT,O,2024-10-01,,4784.94,215.06,5000.0,0.1306,403,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
589,231,SAVINGS,F,2021-04-07,,40163.8,36147.42,,0.1045,275,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
590,232,CHECKING,O,2018-11-05,,52898.43,47608.59,,0.0834,151,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
591,232,SAVINGS,C,2022-08-18,2025-07-29,17084.85,15376.36,,0.1883,272,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
592,232,LOAN,O,2025-11-12,,29016.57,0.0,,0.1407,386,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
593,232,CREDIT,O,2023-09-03,,229.44,1770.56,2000.0,0.0871,124,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
594,233,CHECKING,O,2014-09-09,,70795.64,63716.08,,0.0959,408,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
595,233,CREDIT,O,2015-04-18,,771.75,1228.25,2000.0,0.1355,145,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
596,234,CREDIT,O,2017-08-13,,20070.42,4929.58,25000.0,0.1119,23,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
597,235,SAVINGS,O,2014-12-19,,75831.05,68247.95,,0.0427,490,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
598,235,LOAN,O,2015-03-19,,46625.79,0.0,,0.1337,321,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
599,235,CHECKING,O,2023-11-24,,4770.48,4293.43,,0.1678,397,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
600,236,LOAN,O,2020-07-12,,13129.19,0.0,,0.2073,450,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
601,236,CHECKING,O,2021-12-25,,78086.03,70277.43,,0.1939,332,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
602,237,SAVINGS,C,2020-06-18,2022-12-19,1412.11,1270.9,,0.1794,20,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
603,238,CHECKING,O,2022-11-08,,3868.58,3481.72,,0.1987,286,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
604,239,SAVINGS,C,2015-06-22,2021-05-20,72834.42,65550.98,,0.1025,231,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
605,240,LOAN,F,2021-10-31,,40724.63,0.0,,0.1341,329,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
606,240,SAVINGS,O,2017-10-18,,57483.0,51734.7,,0.0167,382,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
607,240,CHECKING,O,2018-03-09,,46641.45,41977.31,,0.1754,38,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
608,240,CREDIT,O,2020-08-01,,9280.48,719.52,10000.0,0.0274,403,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
609,241,CHECKING,O,2016-11-29,,30203.79,27183.41,,0.2056,16,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
610,241,SAVINGS,O,2024-02-14,,37656.01,33890.41,,0.1338,70,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
611,241,CREDIT,O,2020-11-18,,11951.56,3048.44,15000.0,0.2124,152,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
612,242,CREDIT,O,2019-02-23,,9573.92,426.08,10000.0,0.0038,448,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
613,242,LOAN,O,2022-01-19,,33749.11,0.0,,0.0317,3,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
614,243,CHECKING,O,2024-06-08,,16544.82,14890.34,,0.2264,436,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
615,243,SAVINGS,O,2022-08-10,,40760.49,36684.44,,0.0411,114,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
616,243,LOAN,O,2015-04-12,,37396.21,0.0,,0.0639,59,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
617,243,CREDIT,O,2022-10-26,,3354.89,1645.11,5000.0,0.1422,28,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
618,244,CHECKING,O,2023-03-11,,7405.29,6664.76,,0.1816,250,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
619,244,SAVINGS,O,2024-07-30,,76098.96,68489.06,,0.0899,344,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
620,244,LOAN,O,2015-03-08,,39672.91,0.0,,0.0259,318,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
621,244,CREDIT,O,2015-07-09,,1800.24,199.76,2000.0,0.0801,231,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
622,245,CREDIT,C,2019-09-02,2022-10-05,14171.55,10828.45,25000.0,0.202,491,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
623,245,LOAN,O,2021-09-30,,26270.14,0.0,,0.0022,127,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
624,245,CHECKING,O,2018-03-06,,62745.64,56471.08,,0.1783,329,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
625,246,CREDIT,O,2023-05-01,,6942.73,8057.27,15000.0,0.0903,157,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
626,246,SAVINGS,O,2023-04-27,,38701.2,34831.08,,0.0281,331,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
627,246,CHECKING,O,2015-11-30,,48333.53,43500.18,,0.2105,440,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
628,246,LOAN,O,2022-12-05,,49760.18,0.0,,0.2228,101,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
629,247,CHECKING,O,2022-11-07,,71314.47,64183.02,,0.2125,324,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
630,247,CREDIT,O,2016-06-11,,1625.28,374.72,2000.0,0.1451,394,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
631,247,LOAN,O,2025-11-06,,35812.14,0.0,,0.2266,283,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
632,248,LOAN,O,2020-09-21,,22583.3,0.0,,0.0566,396,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
633,248,CREDIT,O,2023-10-28,,18330.67,6669.33,25000.0,0.0734,238,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
634,248,CHECKING,O,2023-01-30,,39840.42,35856.38,,0.0235,187,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
635,249,SAVINGS,O,2016-06-24,,67762.54,60986.29,,0.2017,315,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
636,250,SAVINGS,O,2016-01-02,,12317.4,11085.66,,0.142,290,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
637,250,LOAN,O,2023-10-20,,39905.39,0.0,,0.2419,377,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
638,251,CREDIT,O,2017-09-10,,314.31,4685.69,5000.0,0.093,22,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
639,251,CHECKING,O,2025-01-20,,53321.14,47989.03,,0.1299,406,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
640,251,LOAN,O,2023-09-08,,22313.83,0.0,,0.1179,233,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
641,251,SAVINGS,O,2014-11-03,,70464.93,63418.44,,0.0109,333,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
642,252,CHECKING,O,2024-02-10,,66707.22,60036.5,,0.0665,279,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
643,252,CREDIT,O,2017-09-24,,4346.25,20653.75,25000.0,0.1637,188,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
644,252,SAVINGS,O,2015-04-03,,46808.15,42127.33,,0.2246,40,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
645,253,LOAN,O,2022-12-24,,21820.98,0.0,,0.217,250,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
646,253,CHECKING,O,2021-05-13,,63308.93,56978.04,,0.2218,4,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
647,253,SAVINGS,O,2015-05-30,,39897.88,35908.09,,0.0356,85,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
648,254,CHECKING,O,2019-12-01,,51299.9,46169.91,,0.0536,96,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
649,254,CREDIT,O,2018-10-13,,1811.11,3188.89,5000.0,0.1795,61,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
650,255,LOAN,O,2020-06-11,,43495.08,0.0,,0.1208,246,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
651,255,SAVINGS,O,2021-03-31,,38061.2,34255.08,,0.148,332,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
652,256,CHECKING,O,2018-11-15,,45665.66,41099.09,,0.0411,323,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
653,256,LOAN,O,2017-07-13,,31245.93,0.0,,0.2227,76,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
654,256,CREDIT,O,2015-09-19,,332.68,1667.32,2000.0,0.2306,265,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
655,256,SAVINGS,O,2021-05-01,,76638.19,68974.37,,0.1502,289,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
656,257,CREDIT,O,2023-02-08,,433.19,1566.81,2000.0,0.152,242,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
657,258,SAVINGS,O,2017-03-19,,63466.59,57119.93,,0.2052,94,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
658,258,CHECKING,O,2020-07-21,,49668.54,44701.69,,0.1281,86,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
659,258,LOAN,O,2015-01-06,,43727.02,0.0,,0.0863,233,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
660,258,CREDIT,O,2024-10-10,,14764.9,10235.1,25000.0,0.0582,198,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
661,259,CHECKING,O,2017-05-28,,15789.06,14210.15,,0.215,259,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
662,259,LOAN,O,2020-02-11,,41377.7,0.0,,0.2067,311,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
663,260,SAVINGS,O,2019-01-21,,37807.47,34026.72,,0.154,20,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
664,261,CHECKING,O,2016-04-12,,38320.4,34488.36,,0.0334,309,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
665,262,LOAN,O,2025-08-03,,31800.61,0.0,,0.0932,23,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
666,263,SAVINGS,O,2024-09-16,,46918.37,42226.53,,0.1855,390,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
667,263,LOAN,O,2021-01-29,,50394.24,0.0,,0.1444,218,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
668,263,CREDIT,O,2025-05-20,,1272.59,3727.41,5000.0,0.1916,466,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
669,263,CHECKING,O,2023-04-27,,68653.79,61788.41,,0.0715,449,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
670,264,CREDIT,O,2019-06-28,,13063.52,11936.48,25000.0,0.1304,193,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
671,264,CHECKING,O,2018-04-29,,52190.96,46971.86,,0.1722,162,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
672,264,LOAN,F,2019-06-14,,25121.86,0.0,,0.0275,219,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
673,264,SAVINGS,O,2023-01-28,,51951.86,46756.67,,0.0641,438,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
674,265,CREDIT,O,2017-09-21,,2066.14,2933.86,5000.0,0.1961,248,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
675,265,LOAN,O,2015-06-03,,11544.46,0.0,,0.1402,248,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
676,265,SAVINGS,O,2018-12-07,,19929.1,17936.19,,0.0773,177,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
677,265,CHECKING,O,2020-06-22,,61822.66,55640.39,,0.1001,71,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
678,266,SAVINGS,O,2025-03-29,,35450.89,31905.8,,0.1751,83,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
679,267,SAVINGS,O,2016-08-17,,40421.66,36379.49,,0.1967,411,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
680,268,SAVINGS,O,2024-01-29,,30822.85,27740.56,,0.1593,412,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
681,269,SAVINGS,C,2026-03-10,2026-06-23,37469.33,33722.4,,0.1504,46,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
682,270,CREDIT,O,2015-04-25,,1854.18,3145.82,5000.0,0.1526,371,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
683,271,LOAN,O,2020-01-13,,56797.24,0.0,,0.2052,328,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
684,271,CREDIT,C,2017-11-08,2025-02-24,6584.58,8415.42,15000.0,0.0512,337,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
685,271,SAVINGS,O,2018-05-23,,74426.06,66983.45,,0.13,100,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
686,271,CHECKING,C,2021-01-30,2021-02-14,2205.55,1985.0,,0.1502,265,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
687,272,SAVINGS,O,2016-11-18,,2402.92,2162.63,,0.0606,1,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
688,272,CREDIT,O,2021-03-18,,434.21,4565.79,5000.0,0.0697,205,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
689,273,LOAN,O,2018-02-10,,31546.82,0.0,,0.1844,36,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
690,273,SAVINGS,O,2021-11-29,,73493.78,66144.4,,0.1378,372,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
691,273,CHECKING,O,2020-01-08,,66296.07,59666.46,,0.2287,179,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
692,274,CREDIT,O,2021-07-17,,13945.71,1054.29,15000.0,0.1441,134,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
693,274,CHECKING,O,2020-05-15,,13590.3,12231.27,,0.127,287,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
694,274,LOAN,O,2023-09-13,,5270.77,0.0,,0.0742,485,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
695,275,CREDIT,O,2016-10-26,,20328.68,4671.32,25000.0,0.1441,356,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
696,276,LOAN,O,2025-03-22,,45690.92,0.0,,0.2403,235,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
697,276,CREDIT,F,2023-07-22,,13447.86,1552.14,15000.0,0.2156,247,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
698,276,SAVINGS,C,2017-05-31,2017-06-21,8859.6,7973.64,,0.0178,325,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
699,276,CHECKING,O,2019-05-18,,62986.81,56688.13,,0.0559,360,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
700,277,CREDIT,O,2017-04-08,,5165.04,4834.96,10000.0,0.0034,427,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
701,277,SAVINGS,O,2018-08-14,,20699.65,18629.69,,0.0725,205,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
702,278,CHECKING,O,2024-06-30,,37862.71,34076.44,,0.089,458,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
703,278,CREDIT,O,2024-12-11,,6726.89,18273.11,25000.0,0.2367,350,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
704,278,LOAN,O,2025-10-28,,55885.06,0.0,,0.0483,378,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
705,279,SAVINGS,O,2014-07-05,,18985.55,17086.99,,0.0671,118,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
706,279,CREDIT,O,2022-04-29,,4174.7,825.3,5000.0,0.2092,183,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
707,280,CHECKING,O,2024-08-10,,73575.14,66217.63,,0.1692,340,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
708,280,LOAN,O,2023-02-27,,30067.23,0.0,,0.0026,439,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
709,281,LOAN,O,2015-09-24,,22900.6,0.0,,0.0795,460,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
710,282,LOAN,F,2020-10-21,,24474.89,0.0,,0.1877,66,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
711,282,CHECKING,O,2017-04-30,,3858.93,3473.04,,0.1999,245,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
712,282,SAVINGS,O,2020-05-09,,75142.18,67627.96,,0.0091,178,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
713,283,SAVINGS,O,2015-03-16,,24909.93,22418.94,,0.0031,346,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
714,283,LOAN,O,2026-05-16,,13434.39,0.0,,0.1456,167,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
715,283,CHECKING,O,2022-12-21,,28608.99,25748.09,,0.2155,96,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
716,283,CREDIT,O,2015-08-07,,6571.23,18428.77,25000.0,0.0681,491,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
717,284,CREDIT,O,2025-06-21,,3157.99,11842.01,15000.0,0.1754,191,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
718,284,CHECKING,O,2025-03-08,,28888.78,25999.9,,0.1007,231,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
719,284,SAVINGS,O,2020-09-07,,13981.08,12582.97,,0.0336,295,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
720,285,CHECKING,O,2022-11-04,,21230.9,19107.81,,0.0597,222,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
721,285,CREDIT,C,2018-12-06,2026-04-19,2940.95,12059.05,15000.0,0.2001,379,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
722,286,LOAN,O,2015-07-03,,11419.83,0.0,,0.1253,458,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
723,286,CHECKING,O,2015-08-19,,67875.89,61088.3,,0.1297,369,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
724,287,LOAN,C,2016-01-31,2024-08-13,34166.17,0.0,,0.1423,204,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
725,287,SAVINGS,O,2015-05-20,,7467.47,6720.72,,0.0417,111,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
726,287,CREDIT,O,2021-04-04,,4765.39,5234.61,10000.0,0.1578,231,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
727,288,CREDIT,O,2019-09-04,,13937.29,11062.71,25000.0,0.2026,177,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
728,288,SAVINGS,O,2025-12-25,,1096.74,987.07,,0.0312,445,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
729,288,LOAN,F,2017-04-24,,41095.57,0.0,,0.1517,296,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
730,289,CREDIT,O,2017-08-08,,6731.93,3268.07,10000.0,0.1223,378,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
731,289,SAVINGS,O,2018-03-31,,35477.87,31930.08,,0.0205,315,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
732,290,LOAN,O,2024-01-13,,52227.2,0.0,,0.1604,476,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
733,290,CREDIT,O,2022-11-04,,4218.16,5781.84,10000.0,0.1534,208,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
734,290,CHECKING,O,2023-04-03,,67836.51,61052.86,,0.0188,83,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
735,291,SAVINGS,O,2018-04-13,,52067.55,46860.8,,0.1778,310,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
736,291,LOAN,O,2017-09-24,,39034.01,0.0,,0.0685,228,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
737,291,CREDIT,O,2015-05-20,,7478.95,2521.05,10000.0,0.1307,231,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
738,292,SAVINGS,O,2016-11-27,,58085.68,52277.11,,0.1658,482,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
739,292,CHECKING,C,2023-10-15,2025-05-14,59381.97,53443.77,,0.1876,108,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
740,292,CREDIT,O,2016-05-05,,1985.23,3014.77,5000.0,0.0248,480,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
741,292,LOAN,O,2016-06-13,,52842.77,0.0,,0.1375,14,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
742,293,CHECKING,O,2020-01-17,,6287.06,5658.35,,0.2329,200,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
743,293,LOAN,O,2019-05-03,,19252.87,0.0,,0.0626,146,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
744,293,SAVINGS,O,2020-11-16,,35174.41,31656.97,,0.0325,270,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
745,293,CREDIT,O,2025-12-27,,142.86,4857.14,5000.0,0.1662,441,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
746,294,LOAN,O,2016-12-18,,33364.17,0.0,,0.0346,486,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
747,294,SAVINGS,O,2018-03-02,,55658.64,50092.78,,0.0451,306,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
748,294,CREDIT,O,2017-08-25,,9465.71,5534.29,15000.0,0.1593,289,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
749,295,CREDIT,C,2015-12-02,2017-08-01,883.72,1116.28,2000.0,0.092,134,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
750,295,SAVINGS,O,2022-09-01,,12035.26,10831.73,,0.0036,268,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
751,295,LOAN,O,2024-05-04,,49107.41,0.0,,0.2121,177,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
752,295,CHECKING,O,2022-10-18,,22584.36,20325.92,,0.1342,353,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
753,296,LOAN,O,2014-12-21,,48079.92,0.0,,0.1496,408,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
754,296,SAVINGS,O,2024-06-14,,81.05,72.94,,0.094,211,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
755,296,CHECKING,O,2018-05-25,,70514.05,63462.65,,0.1098,128,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
756,296,CREDIT,O,2015-07-31,,3574.69,1425.31,5000.0,0.1618,425,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
757,297,SAVINGS,O,2017-06-13,,49838.5,44854.65,,0.1296,410,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
758,297,LOAN,O,2018-09-24,,54687.31,0.0,,0.202,351,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
759,297,CHECKING,O,2020-08-11,,21385.14,19246.63,,0.1624,273,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
760,297,CREDIT,O,2022-07-24,,4129.04,5870.96,10000.0,0.2134,94,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
761,298,CREDIT,O,2017-08-04,,9265.94,5734.06,15000.0,0.0687,319,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
762,298,CHECKING,O,2026-04-19,,39105.68,35195.11,,0.0808,78,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
763,299,CHECKING,O,2014-11-11,,14467.98,13021.18,,0.0265,138,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
764,300,LOAN,O,2019-04-24,,1484.04,0.0,,0.0235,8,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
765,300,CREDIT,O,2019-11-18,,3257.82,11742.18,15000.0,0.1056,403,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
766,301,CREDIT,O,2023-05-29,,1687.09,312.91,2000.0,0.2379,29,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
767,301,SAVINGS,O,2017-06-20,,20953.54,18858.19,,0.0987,279,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
768,301,CHECKING,O,2019-12-31,,37346.82,33612.14,,0.0488,431,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
769,301,LOAN,O,2024-01-27,,15754.69,0.0,,0.096,7,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
770,302,SAVINGS,O,2016-02-27,,30476.23,27428.61,,0.2437,127,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
771,303,SAVINGS,O,2014-08-20,,36597.19,32937.47,,0.1929,267,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
772,304,LOAN,O,2024-05-21,,41205.1,0.0,,0.0787,166,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
773,304,SAVINGS,O,2026-03-15,,12268.22,11041.4,,0.1823,382,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
774,305,CREDIT,O,2016-01-19,,9577.8,5422.2,15000.0,0.0505,455,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
775,306,SAVINGS,O,2024-04-22,,77848.56,70063.7,,0.0597,223,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
776,307,CHECKING,O,2018-12-05,,46568.1,41911.29,,0.0995,125,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
777,307,LOAN,O,2022-01-01,,1526.86,0.0,,0.0115,402,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
778,307,SAVINGS,F,2022-03-05,,55105.49,49594.94,,0.1723,80,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
779,308,CHECKING,O,2021-06-06,,39743.5,35769.15,,0.1717,174,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
780,308,LOAN,O,2017-07-29,,55920.08,0.0,,0.2491,321,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
781,308,CREDIT,O,2024-03-05,,119.55,1880.45,2000.0,0.1614,360,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
782,309,SAVINGS,O,2014-10-01,,38771.35,34894.21,,0.0798,286,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
783,310,LOAN,O,2015-04-05,,2259.82,0.0,,0.095,371,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
